,blade_L,blade_h,hinge_L,hinge_h
0,931.3816272123325,1249.2215500131933,534.8631485056721,681.3331616099093
1,934.45884279924,1245.454531216885,532.6974242497334,679.0571599055014
2,933.0345176470789,1242.8666657739172,531.8409068704652,677.8493255085493
3,932.3307699171571,1241.4183220648645,531.0975481988816,674.5060323002153
4,931.1491179461214,1238.9352873411112,529.219630246405,673.2837930333376
5,928.6666309405938,1237.18077264854,526.4385177387745,675.9089390502475
6,928.6460800800193,1234.453603574378,525.3796451225855,674.1810484822937
7,925.9712672070298,1234.0264114745146,523.1172287196163,675.3581809276625
8,920.8569773629896,1230.6721107172314,524.3570146221765,674.2085833537135
9,919.3291467974061,1227.6098325953612,525.2137636849936,674.1426529186679
10,917.038160321471,1224.4523168003984,525.9468368720095,672.9853194005154
11,916.7367138087735,1221.5279295922128,525.8530390179559,668.3882642503822
12,914.6749266897942,1218.4492735941913,526.8274145595783,667.9236696407837
13,910.9029554554637,1215.8611335784053,525.8688001504094,665.8704602742106
14,910.9717183285751,1212.4114039747078,527.7126101256799,664.7860848283495
15,909.8020895847491,1209.8334490552602,527.8289445134803,663.5303039753163
16,911.2340086826035,1207.4796259972009,528.892985760496,659.7147426681969
17,910.4249943668017,1205.4826117370708,528.2915048878533,654.7426880798077
18,907.5856253352807,1205.2785648691752,525.5930538188192,651.5630248759923
19,905.6782287108713,1206.254567425141,523.9924545315159,651.9273265211758
20,905.9839976658669,1204.5003033292683,524.7338868817553,648.0122753662068
21,907.1581976550912,1204.1323143235443,523.2994583317115,646.9765917192873
22,905.9205772638746,1203.2092297672843,520.0674865324376,645.5498732260395
23,907.3722302040201,1202.7544635729196,518.2630319275428,644.5568744457596
24,907.7870658570333,1200.7634179838258,517.2548467571823,642.924860124343
25,909.4357208015189,1198.79445579633,514.4291829911077,640.6839092674436
26,910.7241427490983,1199.8638761254933,511.6591808001444,640.3637661453012
27,913.254252274433,1201.6522203613313,509.33689460637595,639.154562426872
28,914.5156624818678,1203.8279333699527,506.5731976882992,640.0407709677154
29,915.8292772725741,1205.2737637819298,505.1800083402445,638.5021075156108
30,917.262077845531,1207.1152037601862,504.93844415601825,638.0609433264916
31,919.1362441157988,1207.738795098744,503.92151623324906,637.2917005023304
32,920.9151384157955,1207.6405888094635,501.8089475346883,636.6147944739804
33,922.3477685444334,1209.2906147105477,500.82477397163973,639.5680019178491
34,926.9791607684383,1208.4446419177157,499.0924661806272,641.1326992144859
35,928.4168107324562,1208.7480397028194,497.56688413112846,643.5888525000937
36,928.1443083052166,1210.6668003511418,497.91135110585157,643.7149892006817
37,928.2116456146686,1211.4570047818734,497.5472983811063,642.4323899256005
38,928.9402417776523,1212.070431834625,495.0897871559231,640.7554916904223
39,930.0695376764062,1213.064135848023,493.7641269145512,643.177547110381
40,931.0245881794963,1213.9475308702597,493.0289104017102,643.574835685537
41,933.3658901442035,1213.5369547573714,492.1394588761054,641.7357809943618
42,933.5482046869303,1214.3722137842715,489.4971771705736,640.2519046413007
43,934.9405998579135,1214.5231474305078,488.4622408748883,639.4956945710126
44,934.9915489106362,1214.6949363587773,487.21413316405204,638.7109462098018
45,934.7708928229091,1216.2825230539058,486.369222903618,638.3154718272997
46,937.2202791995946,1215.7003271131239,482.7675623725637,640.6954901441786
47,935.5353738821158,1216.8267836587916,482.12783302456324,637.8463945356426
48,936.5716217499521,1215.4003746911612,480.0781461042016,635.5767336548826
49,936.0806418951337,1214.5395910530585,478.67835559636023,633.8139095970164
50,938.2966568320631,1214.3238406570706,478.6088731646092,633.5549067342743
51,940.2487513324472,1214.6695205726326,477.0477386867384,633.6640455149557
52,941.5900819386987,1215.0016466236327,476.0144317623482,631.8096257849397
53,942.7278512722155,1215.9384051856155,475.0099085791904,630.7078959597197
54,944.6633312938822,1217.304580273007,473.8320808300858,631.1550274858706
55,944.3701166710238,1217.0651947899212,473.2643353276612,631.5762200696086
56,944.0321919914563,1217.1634714872087,472.98271093351707,631.0706355648491
57,942.3385775288094,1216.8619934961146,472.0945948175942,632.7979673553053
58,943.5688283885048,1216.8937394434895,471.44226983850825,629.7780640282933
59,943.0368609413539,1216.840027710606,473.12746279441143,627.6131134857206
60,943.5200266375626,1216.72828089423,473.394996000454,627.0503543719658
61,946.0957921411681,1216.5908669724388,471.4550533099092,629.6517513512897
62,947.1431780228938,1217.1375212841738,470.3856904193081,631.0704301727102
63,948.7331366923821,1216.5929020082767,471.09787408132667,629.8489471611932
64,948.3991963873525,1217.125135066588,469.60308958335975,630.0448326745508
65,949.3739317560484,1217.1284267966614,469.0544042748563,629.6060698045354
66,952.0419788818682,1217.3811929608319,468.1844582930908,629.0469381955268
67,953.6020977589369,1217.0311943812242,468.6434466927418,626.8123497149705
68,953.6837907570646,1216.7387253995898,468.61863440484,628.6604466212779
69,953.8877649720246,1216.5828545185652,467.006691471318,628.5188314438255
70,954.3733401143603,1217.346976457645,467.09080213360244,628.4870065072114
71,954.248845751352,1218.445277850474,465.75075194240276,628.6989313035212
72,955.3900803485673,1218.4834487451205,465.2451161788267,628.1892917015876
73,954.438133239584,1218.2560183899582,465.07760311795954,627.8145798518345
74,954.1319816203212,1218.1045414977907,464.264398541243,627.7769756108246
75,954.4097165138123,1218.0685924347206,463.78960515256574,628.9705434515733
76,955.4706890845105,1217.0017492783084,464.6921629763642,628.0017681616104
77,955.2776496199571,1217.0336032278415,464.4985214164089,628.2969407740518
78,956.1257930543154,1218.3653118265206,467.0867029071353,625.6119007055041
79,957.5377441004712,1218.1770454341572,465.62005157639095,626.8522994485218
80,956.9656377454775,1218.3248321713418,464.6554588406826,627.2572385724042
81,957.40621698384,1218.35693074436,463.49579661085426,628.1621152315362
82,959.2228040684962,1218.4447607404265,462.7870066909386,626.9536434798118
83,960.4223770149636,1218.5326248200968,461.8909866819811,626.290636407617
84,959.7419898379521,1218.8010031711797,462.8062879110327,625.5759862442832
85,959.268089959479,1218.6614067912772,462.2982925648225,625.698828336989
86,959.3864468685839,1219.4903355355202,461.10651839410167,627.0188957790676
87,960.0141478486579,1220.6215946150114,460.7943492104961,628.3584000022817
88,958.6809939756328,1219.1782327435062,459.32630488282217,628.7850204304751
89,960.1542024525252,1220.607582622072,458.67620710996755,630.5025103049767
90,961.1221488738462,1221.0430291041384,459.2523147380287,629.3087497334898
91,960.7560874739141,1220.695362007626,458.85232553827393,628.3306936753256
92,962.1251226955768,1220.3890869311754,459.56340973220665,627.5390814252395
93,964.719143623291,1220.5593801917914,458.0794835439077,626.4087572315292
94,964.3337533304484,1219.760270692228,456.9626836821453,627.5271706856975
95,964.9638570482388,1219.5518945132576,456.98374372914157,626.7061004466467
96,964.9463339138628,1219.3807662106046,456.60560146510073,625.8815027301911
97,964.1553098708956,1218.2565277343979,456.5880641898176,625.5912547929677
98,963.7677151077833,1218.339213478098,458.2040056723021,624.7326440981041
99,964.7394372933086,1218.4015233147686,458.9349488320896,624.9491365385979
100,962.2887410063764,1217.184562270836,458.97154103544494,625.4777787580297
101,963.0254146820357,1216.6454614147951,459.0621216181308,624.8566076175056
102,962.966704006992,1216.1531599450782,458.1555037848171,624.7311177875348
103,964.204461998733,1216.9021677909864,457.75845345056666,626.2473097746025
104,960.9766923052815,1217.5789583336698,458.65046009291063,627.6021176162977
105,961.2264933442831,1216.464078025773,460.4055204124921,628.1310435654658
106,962.9117589874395,1217.0486953366687,459.5267528799631,627.1985215086856
107,964.0621354662425,1217.0097308433117,459.246137963203,626.4886652635344
108,962.7668666902324,1216.3188623490262,458.02076275597665,627.2182908726693
109,962.6333627443377,1217.8520352315682,458.1241730255378,627.6966310266497
110,965.253420710626,1218.3743406308688,458.2416078639325,627.6186951696417
111,964.391326551886,1216.4926909853134,458.6235055139658,627.4220499830825
