,blade_L,blade_h,hinge_L,hinge_h
0,1812.404267676351,1302.8108806140008,704.0684105414539,829.9193533631723
1,1813.2657997663482,1304.6578721690087,706.4257888415482,812.2834826585128
2,1817.4013297175827,1306.2502823022078,708.2430646486137,808.7611846706718
3,1821.054540533703,1308.9918214648242,709.1380229040241,808.2023266119069
4,1824.5571817278926,1310.725431874493,709.3704010280121,807.9812734917971
5,1828.7583577761227,1311.499406032306,708.5795530555934,807.2974975544058
6,1831.9881853984302,1314.3534544554511,707.4358793039416,804.5888209119968
7,1836.1137352921673,1315.8675595962177,706.7638972166384,802.4002106408801
8,1837.805748721951,1317.130225369769,706.2869808908329,802.8145999305075
9,1841.9502142119068,1318.2332406518874,706.5077841434805,800.2098670227607
10,1841.6405559634975,1318.0951582215882,705.4075519935104,797.54036997491
11,1839.7744363361141,1318.8970082834112,701.1135865570993,798.6651674370266
12,1843.319577448884,1319.6683471276465,694.5705242681582,797.3027657393027
13,1843.018370436385,1320.6208570909148,689.4305328080277,795.1482766033026
14,1842.2201744710683,1321.0825903037148,686.9281866723321,795.2163131436135
15,1844.7317002504158,1321.0343811347698,681.3158939572143,794.0376920576779
16,1847.0466912351549,1320.7172897013825,675.445808477154,795.3421181355523
17,1848.0443010325864,1318.8222807419727,669.2709323807228,795.9407382374814
18,1847.5461081427165,1319.7221380586263,664.3577837572972,796.9824587671721
19,1847.8084313609197,1319.2766407092158,661.4890774026773,797.492381992678
20,1843.6275492967336,1320.2658535497035,660.0858596562941,800.6647806017131
21,1840.4631161690897,1319.5882485573654,655.7071593227656,802.5411839997424
22,1837.1089034442255,1320.6816402943095,652.2097298746108,804.6698415567901
23,1832.3648399240965,1322.974795838376,650.2527175271501,806.2457654828797
24,1828.7134149327064,1322.9637187787712,646.6368837870616,807.0603658480052
25,1824.6770700614838,1322.922855559675,646.4120679985508,809.1201044860018
26,1818.2711369789847,1322.0924267620844,645.2433199245986,807.8347871325687
27,1813.3279614410233,1321.2422413075567,645.0735966922124,807.7954246957488
28,1808.5172596167536,1321.1607394370847,640.3404426916061,807.4415818977252
29,1800.374248456893,1324.3132654466465,639.924926833182,810.3520870272043
30,1794.9854684828465,1325.89402075304,637.7239400264633,810.1060154313196
31,1792.0233368597685,1326.045231176559,635.6552983770333,807.6932597130225
32,1787.5055680162932,1328.2915267418946,633.4077286479321,808.816307141649
33,1781.088058431096,1329.4718859020443,631.2367751843758,810.0193463073377
34,1774.7378767651942,1331.912746635283,628.704215531251,810.4852606554084
35,1768.397132236958,1332.6667166774243,624.7871964077319,810.2918928409315
36,1762.4859625093802,1334.0273624945178,623.6314522540613,807.7591311010077
37,1757.5606663215892,1335.1453778896935,619.8454140052395,806.4704339262474
38,1751.3129987089037,1337.4688029648619,616.9554870763392,807.6214742188472
39,1741.3859643483545,1340.8601239494687,613.2213680964362,809.1719007449304
40,1734.1946674539054,1341.891740110459,611.3774409203969,811.0366310760902
41,1727.9959989257068,1344.3885295129546,608.42900452202,807.6948934840178
42,1723.0315073233216,1345.6474766395104,607.3482993845603,803.0729657006416
43,1716.7196802440765,1345.6672784642128,605.9263758987132,802.0248322730788
44,1712.1508439788315,1346.7671426902084,603.3900109610989,799.6121765945271
45,1705.2029429895665,1346.5206645576668,603.3893408877149,797.4370234848751
46,1699.3657234098725,1346.2667090927325,598.9954047342624,795.8700454663633
47,1692.423590558289,1346.2241443044513,596.4869950973656,793.3861155225209
48,1687.3471789763967,1346.0407130782723,592.3950480237922,791.2819351946602
49,1681.967260648313,1345.3894454091615,588.6264893169497,790.468163503701
50,1676.0561207450612,1343.365220371685,584.9738349792169,788.6309992247606
51,1668.8870031269328,1343.2889679167167,585.2562607291303,786.6929939824962
52,1663.509730386584,1341.5160484101236,583.7404128117888,785.1143932153406
53,1656.771338533067,1341.0598362760459,583.2600076252719,782.5737990478724
54,1651.0342483436223,1341.478229311109,580.986279080983,781.3644079823833
55,1644.9981667469904,1340.6100046670672,578.2508914044776,781.7964601870037
56,1638.5643158969988,1340.7728208686935,575.5559311596693,781.4158027940325
57,1633.694745638785,1340.4229926342562,573.3047959007375,779.0393577613281
58,1625.1798310445752,1340.0800073922808,571.5930113367458,775.0330938511262
59,1620.8398371523356,1341.8080862455965,568.3928630165317,773.5653077459764
60,1614.7994670602304,1341.3656272399605,565.9938715059502,771.2512837613136
61,1607.4326490665953,1342.4332280752376,564.1058154113138,769.4309970612915
62,1599.6619206084526,1342.4639746273228,561.0121990288923,768.885241259763
63,1592.2014180192339,1342.5682051328115,558.7518319050552,767.0122503917338
64,1585.4306546688117,1343.3517219615653,557.5079049726846,763.4833447264839
65,1579.4018660688464,1344.4865082281956,556.5918472334941,761.9560044006316
66,1573.4819228849453,1343.5263978908633,554.5692741087493,759.18378398555
67,1568.1777536432553,1341.5618829640632,552.441024931042,756.9133737889853
68,1562.3217960464428,1343.6079592002304,549.4997066357155,754.4480824897577
69,1557.043874462403,1343.6374750341158,546.9106180306128,752.9713017510833
70,1553.395117576787,1344.140957039404,544.7072894238538,748.6507118921289
71,1548.746338712316,1344.411894933794,542.8143577312925,745.4721752225905
72,1542.647752029518,1345.2238187686362,542.3369217611088,743.1367547156026
73,1537.0991174395501,1345.941505350817,540.5017461000398,742.9735479997379
74,1532.236250525882,1345.0696648722758,538.0974100791954,742.6657190957011
75,1524.4995925380488,1344.3922911044313,536.3065901207482,739.79046185256
76,1519.590396523758,1345.620178093848,535.4167657021382,738.6255443110431
77,1512.6622190362866,1344.0548553498502,532.4029561486377,738.8999167956755
78,1508.7694601379476,1344.2136479979977,529.4289264883536,738.8508266720198
79,1503.5093838170967,1343.69696773756,529.318902132303,736.5786455563764
80,1499.507152662601,1342.7515143390874,527.5436742331508,734.5297061201114
81,1495.082130671132,1341.4992118858893,523.2342211506244,734.1587848655216
82,1489.8552433531459,1340.7584454340956,521.5811467752814,734.3191033034315
83,1486.5272706925982,1341.996907376301,518.5495352432868,732.748704174871
84,1481.2061194627724,1341.7221100334166,518.2630448355472,731.9343020499725
85,1476.453133898734,1341.0578057236216,516.3161052674983,729.288697676623
86,1472.7192699032482,1340.9728115594912,514.487296360526,730.4670157232563
87,1470.6310425007266,1339.9373758962568,511.4128395397948,729.3618211378035
