,blade_L,blade_h,hinge_L,hinge_h
0,2185.5196528638476,1339.207357922732,571.9892679683152,807.9417322662067
1,2188.6843992405343,1335.8312422816728,571.1932583606176,805.9802759600312
2,2193.9962218441597,1332.928457616881,568.2240645909924,805.8687206949013
3,2199.2559457940233,1329.9543446017535,563.8505988263221,805.5591338298957
4,2203.94474024621,1326.8084478712142,562.0723822480339,804.2878715939281
5,2207.75010942198,1326.0588177556417,561.2501398897218,803.1338755453463
6,2214.362822577285,1323.5532000979074,556.7245777159252,800.1335271159841
7,2218.6737111240936,1320.5132351415566,555.2088812860508,797.6871677090861
8,2222.8333470545313,1315.7288664377104,553.4896147695393,795.4051679602148
9,2227.9379194310704,1311.946340383849,550.864265128787,795.5026814047368
10,2232.47148387734,1308.0758348268555,549.4016438439248,791.2462674092288
11,2237.2765047896883,1304.7441805921987,547.5359101926367,788.9519060914541
12,2242.7793875273433,1300.9502924033932,547.1364035718852,787.4508023727102
13,2246.931950409742,1297.4865569330505,544.3936624539867,785.1946660678279
14,2252.730864065975,1293.6496527330626,542.6719502454133,783.6115351229989
15,2257.2795321441613,1290.422589901006,542.137059644982,781.8926827794912
16,2261.710665611328,1289.2683597138337,541.2685965605888,779.5981564076665
17,2265.5626268807036,1286.4362986128422,540.5994362955125,778.5108006844837
18,2270.6422892353175,1282.808619309623,540.0437878647931,775.4565637274713
19,2275.3001124460047,1279.2206988778375,537.5201931030681,772.4584217069294
20,2280.1384776016816,1275.953644298018,536.0912054404881,770.6953514757212
21,2284.665001350415,1272.989474728652,533.5571822526103,769.4161256846085
22,2288.9460340668975,1269.7267461724082,531.0290463425415,766.8196359589197
23,2294.686660694102,1266.3201690121145,527.4826547380201,764.3767930155949
24,2298.514520434757,1262.273296168352,524.9766512396117,761.6738745538876
25,2302.885085515523,1260.248728108078,522.3431790867918,760.0194965579067
26,2307.06442638934,1257.3591213228042,521.5753930611498,759.7003333965649
27,2310.068435763342,1255.1796973243647,519.3624779766053,756.8375011059348
28,2313.77667342041,1252.4819414468375,518.3255284872829,755.4499604578267
29,2317.89950922815,1250.1132980371956,517.8210373562403,754.1968591965967
30,2321.7482524592115,1248.250535746194,516.1556802752557,751.025349160695
31,2324.3678094838488,1245.427676372282,515.5808855287718,750.073384903287
32,2328.081643386844,1244.340166604129,515.1721805002371,748.1498702545382
33,2332.5055017336517,1243.0851707937768,514.5701986931324,746.4073919854972
34,2335.6586980947095,1242.0286415846736,512.9369236331092,746.1872646816302
35,2338.763564624928,1239.5987964969593,510.9987828848903,743.941106579181
36,2341.7092778694864,1235.923915642147,509.24574104683063,742.3086135643052
37,2345.8752893611527,1233.9485876030114,508.7125317872152,741.2614717298318
38,2348.8832580364124,1232.7019617060569,506.7475189089707,740.9241999020934
39,2351.847235801132,1230.961329430837,506.6027679093694,738.6773695380731
40,2355.6638075383826,1227.5796702169619,506.50883175889214,736.6070966707285
41,2358.0336657333655,1225.0868348402325,506.2688923990155,734.2669193804941
42,2362.3872524938656,1223.2869513452067,505.0263576681809,734.5547303963476
43,2365.4044096903112,1220.9297015634247,503.21089558218574,733.6198465514085
44,2367.6083992140634,1218.3182408702053,500.9227161722881,732.1708282717522
