,blade_L,blade_h,hinge_L,hinge_h
0,1448.467137449212,1384.9913802896624,679.1303622520411,899.9060180042231
1,1446.4235282733684,1381.0412102356697,676.8217042346346,896.1503394544395
2,1454.1775900196233,1377.4036360806324,675.7695358832352,892.4766033019426
3,1457.4989575198001,1372.1546692583697,672.4402168737746,884.907661779096
4,1450.7972176620826,1366.8198945098009,670.8504556358833,878.2091374471253
5,1443.972304130524,1363.4388930925359,671.640494094905,873.2767085319929
6,1440.6213785143905,1361.0973911979977,670.3424227362663,871.9871817361803
7,1434.017066368778,1357.2509321165053,669.7635204048108,868.904445031969
8,1424.4766069618788,1353.9699357461013,668.5384264427039,868.3726724416705
9,1421.594065323348,1348.3610031559956,667.4090290381712,863.4128022368163
10,1414.4220470439914,1344.7580967612291,663.7833978109834,861.819536141665
11,1411.9476303266754,1340.678265497732,663.6223065683928,855.5122309492307
12,1411.120992345753,1336.1175336678953,662.0689222736539,851.6333889584794
13,1407.6775327300652,1333.1085823047322,661.3042944206162,847.0775174547791
14,1406.4959185577802,1331.4048589065073,659.9106066364224,837.6930063567935
15,1402.5161114445439,1329.9797305563825,659.8242516705518,835.3103096840878
16,1402.9326536742503,1327.0704727871373,657.3749208031796,830.9634011175649
17,1403.8198088864865,1324.2255083111718,654.9695664511012,826.5055778594183
18,1405.3825188721662,1323.4265226897835,653.8717473822637,821.1335053846736
19,1403.3512514902447,1322.1440448566825,651.3681271066278,822.1050090041339
20,1405.994958473985,1320.686456810192,645.6787151030727,816.4315899988248
21,1405.438703595031,1320.513655453427,644.2782970604421,812.5859622908974
22,1407.2599630537832,1320.015170451492,640.1265211775413,809.361872785622
23,1412.9163292234089,1320.3863961466145,636.268463188235,806.1534237133071
24,1419.1434063428599,1321.0602900458823,631.1414810119797,802.709083845471
25,1422.6822449996025,1321.8299494561597,629.8885062997207,802.1014750181735
26,1424.1968531513255,1324.441207566394,626.9536964134214,800.7401549299693
27,1426.4988372618725,1327.973041769988,624.861214724676,795.9743512311783
28,1427.829926351993,1327.530656849896,622.4784366113303,793.8692666852218
29,1430.6665086022526,1327.6242147135206,621.0172726297086,792.4594398414437
30,1431.6333398093707,1328.9083504113764,618.1377682036368,790.6028803582249
31,1434.0056278516936,1331.161791087071,616.1555753405361,792.7332309377314
32,1435.7038713648856,1331.663888446878,613.0204709048451,792.0820315890733
33,1438.3750199072895,1331.9972006490284,610.380875535935,789.1752826905878
34,1440.3044306157892,1332.327360250893,610.4104043751281,791.040743308265
35,1440.1643365421555,1333.617595760941,609.9578295247568,792.4875730780018
36,1439.6964668219955,1336.0267558660466,605.3266638183682,791.5982041454886
37,1441.334188294298,1336.4332960696347,602.9728286385924,790.634299519558
38,1440.1217731157783,1339.1627958151523,601.4648418613267,791.6198368744828
39,1443.348515699543,1340.3741223666627,597.3238712840266,787.3936110890153
40,1445.126990651527,1338.71279999261,595.1013205335603,786.569419103822
41,1448.9767474197827,1341.100886166967,592.1345275472515,789.5367999169634
42,1449.3725440224043,1343.427200984636,589.4393931348019,789.1608627074228
43,1449.5569598247139,1344.082746659089,588.0826453690811,789.5225333653608
44,1450.9906510761946,1343.9642071805447,587.7898152775787,787.2746141092448
45,1452.451844671276,1341.3745916243731,585.269660528236,786.0180204536778
46,1452.8619364821338,1342.9696594050686,584.0655180116233,784.9564575576882
47,1453.6433682959137,1343.8887712122282,582.2688937168808,782.3962518277878
48,1452.8167786113677,1343.7922997186424,581.0838160119152,785.884905785495
49,1451.7732989266342,1343.5183037476218,581.1056640442354,788.1243091189987
50,1450.7360749535312,1344.3189520619512,576.9905167855517,788.7711959902986
51,1450.4973871692798,1345.245098171471,575.094077553273,784.5116435896641
52,1450.5468352939397,1346.1702528235203,574.2484024658025,785.4153325691824
53,1451.6021791916062,1345.5907741112426,573.0400840548543,786.2556434304701
54,1449.9017737105062,1347.2022970226442,571.736164763452,789.0999866811993
55,1448.9524767426533,1348.7233234821197,571.1156926557749,783.9182249013149
56,1447.814759032648,1349.6564307063657,569.9647533704901,784.5213188285393
57,1450.2348687595568,1349.7210294455629,568.62645273354,781.0628539438032
58,1448.8965460388683,1351.1779052494767,566.8579084335953,778.6872043820281
59,1452.0399468704259,1350.253830292837,562.5928807200006,775.2559887388111
60,1454.6494531861406,1351.677887544222,558.5016168541973,772.1786060873404
61,1454.1133164794671,1351.398806220717,556.7106366010961,770.3158010743774
62,1456.131873995201,1351.9297497408452,553.3684726492966,768.503304794375
63,1456.5546541550873,1352.4556008800832,552.3269715519417,766.9433538792225
64,1455.1404135929322,1351.417692499137,555.0409171752427,766.7029345615629
65,1456.5533870911604,1350.2814365958477,557.4469457705202,765.3750787176044
66,1457.6186944005135,1351.4127580602647,556.5945423137478,762.8111088460328
67,1458.9437850598238,1350.996193399719,555.0024780795366,761.5344375803493
68,1459.0161402964432,1353.460010112552,551.4529769893918,762.9100169099153
69,1458.7555277928639,1353.074221412836,549.0171171811078,764.2530385106149
70,1455.0800876734763,1351.5287004884824,545.8086142244774,764.3677456296368
71,1456.221283105715,1351.542531916917,543.4385069262713,767.8329648741862
72,1458.0879295610932,1349.9371060512767,541.6103624907515,769.0602485603526
73,1456.2489136934505,1350.4827241464227,540.8842435053975,770.3931201609163
74,1454.7887044956417,1350.4978378843923,539.3113217403435,768.9473283478778
75,1455.5044946417852,1349.6567734636005,537.9270185259841,765.6075746641576
76,1455.611049229544,1349.5682799603526,536.3737393328328,764.0288290581396
77,1455.7085917262134,1349.5767704924667,535.0685756931086,763.1872222565646
78,1455.5316122901081,1349.5158630800624,534.4340774706121,761.351150970298
79,1456.4878300858973,1347.9484410688242,532.7140498637748,759.7584484649847
80,1457.3840539855216,1347.5864475319083,529.994445078091,754.2994152346182
81,1453.2280196020492,1347.653275042343,529.2790218575923,759.7353822728916
82,1452.0926257328338,1344.9734303377222,527.8076017932669,760.9363689257941
83,1450.6573212184205,1344.9606405744896,529.5214375706125,760.363927563006
84,1451.2326319928998,1344.6817257135297,529.8384177083498,761.1046812048581
